Normandie,-0.887068,48.846763,Vire Centre Commercial r Colbert,14500,VIRE NORMANDIE,,,,,,,mardi : 09h00 - 13h00 et 14h00 - 19h00<br>mercredi : 09h00 - 13h00 et 14h00 - 19h00<br>jeudi : 09h00 - 13h00 et 14h00 - 19h00<br>vendredi : 09h00 - 13h00 et 14h00 - 19h00<br>samedi : 09h00 - 13h00 et 14h00 - 19h00,,Pressing V2,,231683600,,"https://maps.googleapis.com/maps/api/geocode/xml?address=Vire+Centre+Commercial+r+Colbert,14500,ViRE+NORMANDiE%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Normandie,-0.195623,48.896388,ccial Champion r Georges Cl�menceau,14700,FALAISE,,,,,,,,,LG Services,T�l : 02 31 20 75 11,231207511,,"https://maps.googleapis.com/maps/api/geocode/xml?address=ccial+Champion+r+Georges+Clemenceau,14700,FALAiSE%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Normandie,-0.460297,49.199236,Ccal Cora chem Croix Vautier,14980,ROTS,,,,,,www.5asec.fr,lundi : 09h00 - 20h00<br>mardi : 09h00 - 20h00<br>mercredi : 09h00 - 20h00<br>jeudi : 09h00 - 20h00<br>vendredi : 09h00 - 20h00<br>samedi : 09h00 - 20h00,,5�sec,T�l : 02 31 26 77 77,231267777,Livraison � domicile - Nettoyage � sec - Pressing � domicile - Repassage de linge - Teinturerie - Amidonnage de v�tement - Linge au kilo - Repassage,"https://maps.googleapis.com/maps/api/geocode/xml?address=Ccal+Cora+chem+Croix+Vautier,14980,ROTS%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Auvergne-Rh�ne-Alpes,3.066955,45.038302,av Lioran carr� Montplain,15100,SAINT FLOUR,,,,,,,lundi : 14h00 - 19h00<br>mardi : 09h00 - 12h00 et 14h00 - 19h00<br>mercredi : 09h00 - 12h00 et 14h00 - 19h00<br>jeudi : 09h00 - 12h00 et 14h00 - 19h00<br>vendredi : 09h00 - 12h00 et 14h00 - 19h00<br>samedi : 09h00 - 12h00 et 14h00 - 19h00,,Aliz� Pressing,T�l : 04 71 60 14 25,302425500,,"https://maps.googleapis.com/maps/api/geocode/xml?address=av+Lioran+carre+Montplain,15100,SAiNT+FLOUR%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Nouvelle-Aquitaine,0.157148,45.648102,22 r Arsenal,16000,ANGOUL�ME,,,,,,,lundi : 09h30 - 12h30 et 13h30 - 18h00<br>mardi : 09h45 - 12h30 et 13h30 - 18h30<br>mercredi : 09h45 - 12h30 et 13h30 - 18h30<br>jeudi : 09h45 - 12h30 et 13h30 - 18h30<br>vendredi : 09h45 - 12h30 et 13h30 - 18h30,,Pressing de l'H�tel de Ville,T�l : 05 45 95 49 58,545954958,Pressing - Blanchisserie - Couture - Retouche - Repassage - Teinture,"https://maps.googleapis.com/maps/api/geocode/xml?address=22+r+Arsenal,16000,ANGOULeME%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Nouvelle-Aquitaine,45.6943130,0.1831730,Centre Commercial Les Grandes Chaumes,16430,CHAMPNIERS,ChIJg_vJbJgx_kcRcvaYsaDyA_U,,,,,,,,Pressing Bel et Blanc,T�l : 05 45 69 35 88,545693588,,"https://maps.googleapis.com/maps/api/geocode/xml?address=Ccal+Geant+Casino+Grandes+Chaumes,16430,CHAMPNiERS%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Nouvelle-Aquitaine,0.198262,46.035917,Zone Industrielle Rte Nationale 10 les Pinats,16700,RUFFEC,,,,,,problanc.net,,,Majic ,Si�ge Social  T�l : 05 45 29 02 00,545290200,,"https://maps.googleapis.com/maps/api/geocode/xml?address=Zone+industrielle+Rte+Nationale+10+les+Pinats,16700,RUFFEC%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Nouvelle-Aquitaine,-1.209147,46.162376,r Nicolas Denys de Fronsac Parking Intermach� La Pallice,17000,ROCHELLE (LA),,,,,,www.pressing-aquanet.com,,,Aquanet,T�l : 05 46 55 66 57,546556657,Pressing - Repassage - Facturation � la pi�ce - D�lais tr�s rapide - Nettoyage � sec - Pressing �cologique,"https://maps.googleapis.com/maps/api/geocode/xml?address=r+Nicolas+Denys+de+Fronsac+Parking+intermache+La+Pallice,17000,ROCHELLE+(LA)%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Nouvelle-Aquitaine,45.2901430,-0.4093350,Centre commercial de la Vall�e,17130,MONTENDRE,ChIJF_MJdSw4AEgRGYbuMZ6DwnA,,,,,,mardi : 08h00 - 12h30 et 14h30 - 18h30<br>mercredi : 08h00 - 12h30 et 14h30 - 18h30<br>jeudi : 08h00 - 12h30 et 14h30 - 18h30<br>vendredi : 08h00 - 12h30 et 14h30 - 18h30<br>samedi : 09h00 - 12h00,,Au Service Du Linge,T�l : 05 46 48 31 95,546483195,,"https://maps.googleapis.com/maps/api/geocode/xml?address=Ccal+La+Devallee+bd+Saintonge,17130,MONTENDRE%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Nouvelle-Aquitaine,45.9241981,-0.9588234,66 Avenue du 11 Novembre 1918,17300,ROCHEFORT,ChIJO4-7Nl1AAUgR0pewJMVn-yc,,,,,,,,Pressing Bel Et Blanc,T�l : 05 46 99 55 58,546995558,,"https://maps.googleapis.com/maps/api/geocode/xml?address=66+av+11+Novembre+1918,17300,ROCHEFORT%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Nouvelle-Aquitaine,45.6477030,-1.0512470,5 Rue Jacques Yves Cousteau,17640,VAUX SUR MER,ChIJBUxu0Ax3AUgRpUgk1sSoNDE,,,,,,lundi : 09h00 - 19h30<br>mardi : 09h00 - 19h30<br>mercredi : 09h00 - 19h30<br>jeudi : 09h00 - 19h30<br>vendredi : 09h00 - 19h30<br>samedi : 09h00 - 19h30,,Aqua Clean Star,T�l : 05 46 05 32 89,546053289,,"https://maps.googleapis.com/maps/api/geocode/xml?address=Ccal+Val+Lumiere+5+r+Commdt+J+Yves+Cousteau,17640,VAUX+SUR+MER%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Centre-Val de Loire,2.063032,47.222045,r�sid Larchev�que 36 r 11 Novembre 1918,18100,VIERZON,,,,,,,mardi : 09h00 - 12h00 et 14h00 - 18h00<br>mercredi : 09h00 - 12h00 et 14h00 - 18h00<br>jeudi : 09h00 - 12h00 et 14h00 - 18h00<br>vendredi : 09h00 - 12h00 et 14h00 - 18h00<br>samedi : 09h00 - 12h00,,Atelier de Repassage,Bord Monique  T�l : 02 48 75 08 87,248750887,,"https://maps.googleapis.com/maps/api/geocode/xml?address=resid+Larcheveque+36+r+11+Novembre+1918,18100,ViERZON%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Corse,9.372677,41.836903,ham Solenzara,20145,SARI SOLENZARA,,,,,,,mardi : 09h00 - 12h00 et 15h00 - 19h00<br>mercredi : 09h00 - 12h00 et 15h00 - 19h00<br>jeudi : 09h00 - 12h00 et 15h00 - 19h00<br>vendredi : 09h00 - 12h00 et 15h00 - 19h00<br>samedi : 09h00 - 12h00 et 15h00 - 19h00,Professionnels - Particuliers,Aquanet,T�l : 04 95 34 40 33,495344033,Nettoyage �cologique - Nettoyage de tapis - Nettoyage de rideaux - Nettoyage du daim - Nettoyage du cuir,"https://maps.googleapis.com/maps/api/geocode/xml?address=ham+Solenzara,20145,SARi+SOLENZARA%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Corse,9.506602,42.447565,imm Mimosas,20213,PENTA DI CASINCA,,,,,,,mardi : 08h30 - 12h00 et 14h00 - 19h00<br>mercredi : 08h30 - 12h00 et 14h00 - 19h00<br>jeudi : 08h30 - 12h00 et 14h00 - 19h00<br>vendredi : 08h30 - 12h00 et 14h00 - 19h00<br>samedi : 08h30 - 12h00 et 14h00 - 19h00,,Pressing Mf ,,,,"https://maps.googleapis.com/maps/api/geocode/xml?address=imm+Mimosas,20213,PENTA+Di+CASiNCA%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Corse,9.405865,42.01667,imm Lisa Maria 900 av 9 Septembre,20240,GHISONACCIA,,,,,,,lundi : 15h00 - 19h00<br>mardi : 09h00 - 12h00 et 15h00 - 19h00<br>mercredi : 09h00 - 12h00 et 15h00 - 19h00<br>jeudi : 09h00 - 12h00 et 15h00 - 19h00<br>vendredi : 09h00 - 12h00 et 15h00 - 19h00<br>samedi : 09h00 - 12h00,,Hygie Planet,,495322618,,"https://maps.googleapis.com/maps/api/geocode/xml?address=imm+Lisa+Maria+900+av+9+Septembre,20240,GHiSONACCiA%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Corse,8.7544,42.56084,R�sidence Madona Di A Serra parking Super U,20260,CALVI,,,,,,www.pressing-acquaveronica-calvi.fr,mardi : 09h00 - 12h00 et 14h30 - 18h30<br>mercredi : 09h00 - 12h00 et 14h30 - 18h30<br>jeudi : 09h00 - 12h00 et 14h30 - 18h30<br>vendredi : 09h00 - 12h00 et 14h30 - 18h30<br>samedi : 09h00 - 12h00 et 14h30 - 18h30,Particuliers - Professionnels,Pressing Aqua Veronica,T�l : 04 20 01 61 29,420016129,Blanchisserie - Location de linge - Entretien de linge - Articles textiles - Service linge Yachts,"https://maps.googleapis.com/maps/api/geocode/xml?address=Residence+Madona+Di+A+Serra+parking+Super+U,20260,CALVi%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Corse,9.442529,42.706587,imm Les Asphod�les,20600,BASTIA,,,13,4,,,lundi : 08h00 - 19h00<br>mardi : 08h00 - 19h00<br>mercredi : 08h00 - 19h00<br>jeudi : 08h00 - 19h00<br>vendredi : 08h00 - 19h00<br>samedi : 08h00 - 12h00,,PRESSING ECOLOGIQUE N A,Quiriconi Patricia  T�l : 04 95 37 23 81,495372381,Nettoyage �cologique - Nettoyage de tapis - Nettoyage de rideaux - Nettoyage du daim - Nettoyage du cuir,"https://maps.googleapis.com/maps/api/geocode/xml?address=imm+Les+Asphodeles,20600,BASTiA%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
